"day","OKU","HOS","HOSin","ICU","ICUin","DSM","VACC","VACC.rate"
833,4373.59,1096,123,296,30,18.31,1264863.21,0.59975
834,4481.73,1130,126,306,31,18.95,1265457.31,0.60003
835,4587.28,1163,129,315,32,19.57,1266051.41,0.60032
836,4689.66,1197,132,325,32,20.23,1266645.51,0.6006
837,4788.3,1231,135,334,33,20.89,1267239.62,0.60088
838,4882.65,1265,138,344,34,21.57,1267833.71,0.60116
839,4972.14,1298,140,353,34,22.27,1268427.81,0.60144
840,5056.22,1331,143,363,35,22.97,1269021.91,0.60172
841,5134.39,1364,145,372,36,23.66,1269616.02,0.60201
842,5206.15,1396,147,382,36,24.39,1270210.11,0.60229
843,5271.05,1427,149,391,37,25.09,1270804.21,0.60257
844,5328.68,1457,151,400,37,25.8,1271398.32,0.60285
845,5378.69,1487,152,409,38,26.53,1271992.42,0.60313
846,5420.79,1515,153,417,38,27.24,1272586.52,0.60341
847,5454.73,1542,155,426,38,27.92,1273180.61,0.6037
848,5480.34,1568,155,434,39,28.63,1273774.69,0.60398
849,5497.79,1592,156,441,39,29.3,1273796.85,0.60399
850,5507.5,1615,157,449,39,29.98,1273796.85,0.60399
