0 let;1 leto;2 leti;3 leta;4 leta;5 let;6 let;7 let;8 let;9 let;10 let;11 let;12 let;13 let;14 let;15 let;16 let;17 let;18 let;19 let;20 let;21 let;22 let;23 let;24 let;25 let;26 let;27 let;28 let;29 let;30 let;31 let;32 let;33 let;34 let;35 let;36 let;37 let;38 let;39 let;40 let;41 let;42 let;43 let;44 let;45 let;46 let;47 let;48 let;49 let;50 let;51 let;52 let;53 let;54 let;55 let;56 let;57 let;58 let;59 let;60 let;61 let;62 let;63 let;64 let;65 let;66 let;67 let;68 let;69 let;70 let;71 let;72 let;73 let;74 let;75 let;76 let;77 let;78 let;79 let;80 let;81 let;82 let;83 let;84 let;85 + let
18734;19480;19847;20560;20728;20942;21508;21486;22486;22500;23109;22552;22774;20993;20032;19151;19028;18300;18653;18815;20278;19786;20433;21240;21921;21859;22160;22379;22496;24111;24585;25614;27706;28147;27590;28639;29195;29726;30802;31712;32431;32656;32302;31899;32526;31518;30645;30684;30304;29615;28446;29211;29752;30703;31689;31588;30469;30212;30078;30005;29327;28769;28369;28669;29338;28730;27909;27728;26854;25306;25294;22854;21343;20258;18074;12813;15353;16630;16160;14782;14066;13233;12062;11165;10526;54575
