"","date","cep1.1st","cep1.2nd","cep2.1st","cep2.2nd","cep3.1st","cep3.2nd","cep4.1st","cep4.2nd","cep5.1st","cep5.2nd","cep1.3rd","cep2.3rd","cep3.3rd","cep4.3rd","cep5.3rd"
"436",2022-03-07,127866,120301,320689,304459,435119,420464,208341,205021,172056,168614,23128,102502,227656,152254,124963
"437",2022-03-08,127873,120333,320693,304518,435125,420498,208341,205028,172056,168616,23161,102577,227762,152286,124987
"438",2022-03-09,127883,120370,320712,304559,435133,420521,208346,205043,172060,168629,23237,102784,228041,152340,125033
"439",2022-03-10,127901,120419,320718,304606,435146,420549,208350,205047,172062,168636,23277,102909,228213,152398,125076
"440",2022-03-11,127911,120441,320732,304634,435156,420575,208352,205058,172065,168639,23341,103147,228488,152462,125118
"441",2022-03-12,127911,120447,320732,304638,435156,420576,208353,205058,172065,168640,23350,103173,228501,152469,125122
"442",2022-03-13,127911,120447,320732,304639,435156,420576,208353,205058,172065,168640,23352,103177,228505,152469,125122
"443",2022-03-14,127918,120455,320741,304652,435158,420588,208353,205061,172065,168641,23376,103264,228620,152489,125133
"444",2022-03-15,127924,120468,320757,304673,435163,420614,208355,205068,172069,168644,23411,103428,228820,152530,125152
"445",2022-03-16,127941,120495,320764,304695,435169,420650,208357,205073,172071,168649,23469,103636,229110,152631,125199
"446",2022-03-17,127963,120518,320779,304716,435178,420671,208361,205084,172072,168654,23546,103879,229380,152725,125249
"447",2022-03-18,127978,120539,320792,304739,435187,420693,208365,205089,172078,168658,23614,104130,229697,152807,125304
"448",2022-03-19,127981,120539,320793,304741,435187,420694,208365,205089,172078,168658,23615,104156,229714,152808,125305
